model,disease,fold_id,uf,date,horizon_weeks,lower_95,lower_90,lower_80,lower_50,pred,upper_50,upper_80,upper_90,upper_95,observed_value,wis,dispersion,overprediction,underprediction,ae_median,coverage_50,coverage_80,coverage_90,coverage_95
naive,chikungunya,1,1716109,2022-12-18,26,12.4,14.0,15.0,16.0,16.0,16.0,17.0,19.399999999999977,24.599999999999966,25,6.283333333333346,1.1722222222222218,0.0,5.111111111111124,9.0,False,False,False,False
naive,chikungunya,1,1716109,2022-12-25,27,12.375,14.0,15.0,16.0,16.0,16.0,17.0,20.25,24.625,29,10.098611111111111,1.626388888888889,0.0,8.472222222222221,13.0,False,False,False,False
naive,chikungunya,1,1716109,2023-01-01,28,13.0,14.0,15.0,16.0,16.0,16.0,17.0,19.299999999999955,24.649999999999977,67,48.29027777777779,5.834722222222221,0.0,42.45555555555557,51.0,False,False,False,False
naive,chikungunya,1,1716109,2023-01-08,29,12.325000000000001,14.0,15.0,16.0,16.0,16.0,17.0,20.0,24.0,179,160.28708333333333,18.287083333333335,0.0,142.0,163.0,False,False,False,False
naive,chikungunya,1,1716109,2023-01-15,30,12.3,14.0,15.0,16.0,16.0,16.0,17.0,19.799999999999955,24.69999999999999,224,205.1777777777778,23.288888888888888,0.0,181.88888888888889,208.0,False,False,False,False
naive,chikungunya,1,1716109,2023-01-22,31,12.275,14.0,15.0,16.0,16.0,16.0,17.0,20.44999999999999,24.724999999999966,293,274.03527777777776,30.963055555555552,0.0,243.07222222222222,277.0,False,False,False,False
naive,chikungunya,1,1716109,2023-01-29,32,12.25,14.0,15.0,16.0,16.0,16.0,17.0,19.5,24.75,259,240.23055555555553,27.175,0.0,213.05555555555554,243.0,False,False,False,False
naive,chikungunya,1,1716109,2023-02-05,33,12.225000000000001,14.0,15.0,16.0,16.0,16.0,17.0,20.0,24.774999999999977,379,360.11972222222226,40.51416666666667,0.0,319.60555555555555,363.0,False,False,False,False
naive,chikungunya,1,1716109,2023-02-12,34,12.200000000000001,14.0,15.0,16.0,16.0,16.0,17.0,19.599999999999966,24.0,305,286.37222222222226,32.28333333333333,0.0,254.0888888888889,289.0,False,False,False,False
naive,chikungunya,1,1716109,2023-02-19,35,12.175,14.0,15.0,16.0,16.0,16.0,17.0,20.649999999999977,24.82499999999999,247,227.97194444444443,25.855277777777776,0.0,202.11666666666667,231.0,False,False,False,False
naive,chikungunya,1,1716109,2023-02-26,36,13.0,14.0,15.0,16.0,16.0,16.0,17.0,20.0,24.849999999999966,152,133.0991666666667,15.288055555555555,0.0,117.81111111111113,136.0,False,False,False,False
naive,chikungunya,1,1716109,2023-03-05,37,12.125,14.0,15.0,16.0,16.0,16.0,17.0,20.0,24.875,94,75.09861111111111,8.848611111111111,0.0,66.25,78.0,False,False,False,False
naive,chikungunya,1,1716109,2023-03-12,38,13.0,14.0,15.0,16.0,16.0,16.0,17.0,20.0,24.899999999999977,80,61.08833333333334,7.288333333333333,0.0,53.800000000000004,64.0,False,False,False,False
naive,chikungunya,1,1716109,2023-03-19,39,12.075000000000001,14.0,15.0,16.0,16.0,16.0,17.0,19.849999999999966,24.92500000000001,59,40.11972222222222,4.95861111111111,0.0,35.16111111111112,43.0,False,False,False,False
naive,chikungunya,1,1716109,2023-03-26,40,12.05,14.0,15.0,16.0,16.0,16.0,17.0,20.0,24.94999999999999,54,35.08277777777778,4.405,0.0,30.67777777777778,38.0,False,False,False,False
naive,chikungunya,1,1716109,2023-04-02,41,12.025,14.0,15.0,16.0,16.0,16.0,17.0,20.0,24.0,56,37.28875,4.622083333333333,0.0,32.666666666666664,40.0,False,False,False,False
naive,chikungunya,1,1716109,2023-04-09,42,13.0,14.0,15.0,16.0,16.0,16.0,17.0,21.0,25.0,45,25.855555555555558,3.411111111111111,0.0,22.444444444444443,29.0,False,False,False,False
naive,chikungunya,1,1716109,2023-04-16,43,11.975000000000001,14.0,15.0,16.0,16.0,16.0,17.0,21.0,25.024999999999977,30,10.85583333333334,1.7502777777777778,0.0,9.105555555555561,14.0,False,False,False,False
naive,chikungunya,1,1716109,2023-04-23,44,11.950000000000001,14.0,15.0,16.0,16.0,16.0,17.0,21.0,24.150000000000034,16,0.1900000000000002,0.1900000000000002,0.0,0.0,0.0,True,True,True,True
naive,chikungunya,1,1716109,2023-04-30,45,11.925,14.0,15.0,16.0,16.0,16.0,17.0,21.0,24.149999999999977,14,1.0790277777777777,0.41236111111111096,0.6666666666666666,0.0,2.0,False,False,True,True
naive,chikungunya,1,1716109,2023-05-07,46,11.9,14.0,15.0,16.0,16.0,16.0,17.0,21.0,25.099999999999966,3,11.617777777777778,1.6399999999999997,9.977777777777778,0.0,13.0,False,False,False,False
naive,chikungunya,1,1716109,2023-05-14,47,11.875,14.0,15.0,16.0,16.0,16.0,17.0,20.25,25.25,7,7.60486111111111,1.1881944444444446,6.416666666666667,0.0,9.0,False,False,False,False
naive,chikungunya,1,1716109,2023-05-21,48,11.850000000000001,14.0,15.0,16.0,16.0,16.0,17.0,20.0,25.299999999999955,9,5.5969444444444445,0.9636111111111109,4.633333333333334,0.0,7.0,False,False,False,False
naive,chikungunya,1,1716109,2023-05-28,49,11.825000000000001,14.0,15.0,16.0,16.0,16.0,17.0,21.0,24.525000000000034,8,6.598333333333333,1.0816666666666668,5.5166666666666675,0.0,8.0,False,False,False,False
naive,chikungunya,1,1716109,2023-06-04,50,11.8,14.0,15.0,16.0,16.0,16.0,17.0,21.0,24.399999999999977,7,7.592222222222222,1.192222222222222,6.4,0.0,9.0,False,False,False,False
naive,chikungunya,1,1716109,2023-06-11,51,11.775,14.0,15.0,16.0,16.0,16.0,17.0,20.44999999999999,24.224999999999966,2,12.579722222222223,1.740833333333333,10.838888888888889,0.0,14.0,False,False,False,False
naive,chikungunya,1,1716109,2023-06-18,52,11.75,14.0,15.0,16.0,16.0,16.0,17.0,20.0,25.25,1,13.575,1.8527777777777779,11.722222222222221,0.0,15.0,False,False,False,False
naive,chikungunya,1,1716109,2023-06-25,53,11.725000000000001,14.0,15.0,16.0,16.0,16.0,17.0,20.0,25.549999999999955,1,13.57125,1.854583333333333,11.716666666666667,0.0,15.0,False,False,False,False
naive,chikungunya,1,1716109,2023-07-02,54,11.700000000000001,14.0,15.0,16.0,16.0,16.0,17.0,20.0,24.900000000000034,0,14.562222222222223,1.9622222222222225,12.600000000000001,0.0,16.0,False,False,False,False
naive,chikungunya,1,1716109,2023-07-09,55,11.675,14.0,15.0,16.0,16.0,16.0,17.0,20.649999999999977,25.0,1,13.564583333333333,1.8590277777777777,11.705555555555556,0.0,15.0,False,False,False,False
naive,chikungunya,1,1716109,2023-07-16,56,12.0,14.0,15.0,16.0,16.0,16.0,17.0,20.0,25.699999999999932,2,12.631666666666668,1.7427777777777775,10.88888888888889,0.0,14.0,False,False,False,False
naive,chikungunya,1,1716109,2023-07-23,57,11.625,14.0,15.0,16.0,16.0,16.0,17.0,20.0,25.75,1,13.550694444444444,1.8562500000000002,11.694444444444445,0.0,15.0,False,False,False,False
naive,chikungunya,1,1716109,2023-07-30,58,12.200000000000003,14.0,15.0,16.0,16.0,16.0,17.0,20.0,25.799999999999955,4,10.675555555555556,1.5199999999999998,9.155555555555557,0.0,12.0,False,False,False,False
naive,chikungunya,1,1716109,2023-08-06,59,11.575000000000001,14.0,15.0,16.0,16.0,16.0,17.0,21.0,25.850000000000023,4,10.551527777777778,1.5348611111111112,9.016666666666667,0.0,12.0,False,False,False,False
naive,chikungunya,1,1716109,2023-08-13,60,11.55,14.0,15.0,16.0,16.0,16.0,17.0,20.899999999999977,25.899999999999977,3,11.545277777777777,1.6452777777777774,9.899999999999999,0.0,13.0,False,False,False,False
naive,chikungunya,1,1716109,2023-08-20,61,11.525,14.0,15.0,16.0,16.0,16.0,17.0,20.0,25.949999999999932,0,14.53013888888889,1.9690277777777776,12.56111111111111,0.0,16.0,False,False,False,False
naive,chikungunya,1,1716109,2023-08-27,62,11.5,14.0,15.0,16.0,16.0,16.0,17.0,20.0,26.0,1,13.524999999999999,1.8583333333333334,11.666666666666666,0.0,15.0,False,False,False,False
naive,chikungunya,1,1716109,2023-09-03,63,12.475,14.0,15.0,16.0,16.0,16.0,17.0,21.0,26.049999999999955,0,14.747638888888888,1.9754166666666662,12.772222222222222,0.0,16.0,False,False,False,False
naive,chikungunya,1,1716109,2023-09-10,64,12.450000000000001,14.0,15.0,16.0,16.0,16.0,17.0,21.0,26.100000000000023,1,13.742500000000001,1.8647222222222224,11.877777777777778,0.0,15.0,False,False,False,False
naive,chikungunya,1,1716109,2023-09-17,65,12.0,14.0,15.0,16.0,16.0,16.0,17.0,21.0,26.149999999999977,0,14.645277777777778,1.9786111111111109,12.666666666666666,0.0,16.0,False,False,False,False
naive,chikungunya,1,1716109,2023-09-24,66,12.0,14.0,15.0,16.0,16.0,16.0,17.0,21.0,26.199999999999932,1,13.645555555555555,1.8677777777777775,11.777777777777779,0.0,15.0,False,False,False,False
naive,chikungunya,1,1716109,2023-10-01,67,11.375,14.0,15.0,16.0,16.0,16.0,17.0,21.0,25.625,0,14.506944444444445,1.9791666666666667,12.527777777777779,0.0,16.0,False,False,False,False
naive,chikungunya,1,1721000,2022-10-09,16,56.900000000000006,63.3,78.0,81.0,82.0,83.0,101.0,119.39999999999998,156.34999999999928,3,69.95361111111112,10.575833333333328,59.37777777777779,0.0,79.0,False,False,False,False
naive,chikungunya,1,1721000,2022-10-16,17,53.0,65.0,77.5,81.0,82.0,83.0,101.0,121.75,162.125,6,66.42569444444445,10.314583333333335,56.111111111111114,0.0,76.0,False,False,False,False
naive,chikungunya,1,1721000,2022-10-23,18,53.6,64.0,78.0,81.0,82.0,83.0,102.20000000000005,122.59999999999991,161.39999999999952,0,72.47666666666667,11.009999999999998,61.46666666666667,0.0,82.0,False,False,False,False
naive,chikungunya,1,1721000,2022-10-30,19,53.575,62.300000000000004,77.30000000000001,81.0,82.0,83.0,101.69999999999999,122.84999999999997,162.6500000000002,2,69.97097222222222,10.820972222222222,59.150000000000006,0.0,80.0,False,False,False,False
naive,chikungunya,1,1721000,2022-11-06,20,53.0,64.0,77.0,81.0,82.0,83.0,102.60000000000002,123.0,170.14999999999992,3,69.20861111111111,10.764166666666668,58.44444444444444,0.0,79.0,False,False,False,False
naive,chikungunya,1,1721000,2022-11-13,21,52.525,62.0,77.0,81.0,82.0,83.0,102.90000000000003,121.89999999999998,173.47499999999997,5,66.69638888888888,10.579722222222223,56.11666666666667,0.0,77.0,False,False,False,False
naive,chikungunya,1,1721000,2022-11-20,22,50.5,62.0,77.0,81.0,82.0,83.0,103.0,124.0,170.5,9,62.266666666666666,10.155555555555557,52.111111111111114,0.0,73.0,False,False,False,False
naive,chikungunya,1,1721000,2022-11-27,23,50.900000000000006,62.900000000000006,75.0,81.0,82.0,84.0,102.10000000000002,122.14999999999986,175.0,2,69.18333333333334,11.005555555555553,58.17777777777778,0.0,80.0,False,False,False,False
naive,chikungunya,1,1721000,2022-12-04,24,50.900000000000006,62.0,75.0,81.0,82.0,84.0,103.19999999999999,124.09999999999997,175.10000000000002,7,64.04,10.506666666666668,53.53333333333333,0.0,75.0,False,False,False,False
naive,chikungunya,1,1721000,2022-12-11,25,51.425,62.0,74.7,81.0,82.0,84.0,103.30000000000001,122.44999999999993,175.0,7,64.07708333333333,10.493749999999999,53.583333333333336,0.0,75.0,False,False,False,False
naive,chikungunya,1,1721000,2022-12-18,26,49.8,62.0,75.0,81.0,82.0,84.0,103.80000000000007,124.19999999999999,174.59999999999997,7,63.81333333333334,10.524444444444448,53.28888888888889,0.0,75.0,False,False,False,False
naive,chikungunya,1,1721000,2022-12-25,27,49.75,61.75,75.5,81.0,82.0,84.0,103.0,123.5,174.625,3,67.82430555555555,10.935416666666667,56.888888888888886,0.0,79.0,False,False,False,False
naive,chikungunya,1,1721000,2023-01-01,28,50.35,61.7,75.0,81.0,82.0,84.0,103.60000000000002,124.29999999999995,174.64999999999998,6,64.86611111111111,10.632777777777777,54.23333333333333,0.0,76.0,False,False,False,False
naive,chikungunya,1,1721000,2023-01-08,29,51.0,61.650000000000006,75.0,81.0,82.0,84.0,104.09999999999997,122.34999999999997,174.675,17,53.985972222222216,9.397083333333333,44.58888888888889,0.0,65.0,False,False,False,False
naive,chikungunya,1,1721000,2023-01-15,30,51.0,61.6,75.0,81.0,82.0,84.0,104.60000000000002,122.79999999999995,174.7,18,52.99166666666667,9.302777777777777,43.68888888888889,0.0,64.0,False,False,False,False
naive,chikungunya,1,1721000,2023-01-22,31,50.55,61.0,74.1,81.0,82.0,84.0,104.80000000000007,124.44999999999999,174.72499999999997,37,33.61041666666666,7.243750000000002,26.366666666666664,0.0,45.0,False,False,False,False
naive,chikungunya,1,1721000,2023-01-29,32,49.5,61.5,75.0,81.0,82.0,84.0,105.0,124.0,173.75,28,42.662499999999994,8.218055555555557,34.44444444444444,0.0,54.0,False,False,False,False
naive,chikungunya,1,1721000,2023-02-05,33,50.225,61.0,75.0,81.0,82.0,84.0,103.20000000000005,125.09999999999991,172.0,50,20.676527777777782,5.737638888888889,14.938888888888888,0.0,32.0,False,False,False,False
naive,chikungunya,1,1721000,2023-02-12,34,49.400000000000006,61.400000000000006,75.0,81.0,82.0,84.0,103.59999999999997,125.19999999999993,174.20000000000005,27,43.604444444444454,8.315555555555555,35.28888888888889,0.0,55.0,False,False,False,False
naive,chikungunya,1,1721000,2023-02-19,35,49.35,61.35,73.7,81.0,82.0,84.0,103.60000000000002,125.29999999999995,174.0,45,25.323055555555555,6.3452777777777785,18.977777777777778,0.0,37.0,False,False,False,False
naive,chikungunya,1,1721000,2023-02-26,36,49.3,62.0,74.6,81.0,82.0,84.0,104.40000000000003,124.69999999999999,175.5499999999999,55,16.915833333333335,5.226944444444445,11.688888888888888,0.0,27.0,False,False,False,True
naive,chikungunya,1,1721000,2023-03-05,37,50.125,63.0,75.0,81.0,82.0,84.0,105.5,124.0,175.875,55,17.22083333333333,5.220833333333335,12.0,0.0,27.0,False,False,False,True
naive,chikungunya,1,1721000,2023-03-12,38,51.0,61.0,74.80000000000001,81.0,82.0,84.0,105.20000000000005,125.59999999999991,175.89999999999998,38,32.87611111111111,7.142777777777777,25.733333333333334,0.0,44.0,False,False,False,False
naive,chikungunya,1,1721000,2023-03-19,39,49.150000000000006,62.150000000000006,74.30000000000001,81.0,82.0,84.0,105.09999999999997,124.69999999999993,175.0,42,28.600833333333338,6.68972222222222,21.911111111111115,0.0,40.0,False,False,False,False
naive,chikungunya,1,1721000,2023-03-26,40,50.05,61.1,75.0,81.0,82.0,84.0,105.80000000000001,124.0,174.0,56,16.038611111111113,5.127500000000001,10.911111111111111,0.0,26.0,False,False,False,True
naive,chikungunya,1,1721000,2023-04-02,41,51.0,63.0,74.1,81.0,82.0,84.0,104.90000000000003,124.0,175.9249999999999,43,28.134027777777778,6.556250000000001,21.577777777777776,0.0,39.0,False,False,False,False
naive,chikungunya,1,1721000,2023-04-09,42,51.0,61.0,75.0,81.0,82.0,84.0,105.0,125.0,175.0,41,29.900000000000002,6.788888888888889,23.11111111111111,0.0,41.0,False,False,False,False
naive,chikungunya,1,1721000,2023-04-16,43,48.975,61.0,74.0,81.0,82.0,84.0,105.0,124.44999999999959,174.0999999999999,34,36.250138888888884,7.589027777777773,28.66111111111111,0.0,48.0,False,False,False,False
naive,chikungunya,1,1721000,2023-04-23,44,51.75000000000001,60.900000000000006,75.80000000000001,81.0,82.0,84.0,105.0,126.09999999999962,174.15000000000003,34,37.208888888888886,7.553333333333329,29.65555555555556,0.0,48.0,False,False,False,False
naive,chikungunya,1,1721000,2023-04-30,45,48.925,61.85,74.0,81.0,82.0,84.0,105.0,127.49999999999977,175.37499999999994,55,16.80972222222222,5.287499999999998,11.522222222222222,0.0,27.0,False,False,False,True
naive,chikungunya,1,1721000,2023-05-07,46,51.6,61.6,74.6,81.0,82.0,84.0,105.0,127.7999999999999,174.49999999999983,22,49.10499999999999,8.92722222222222,40.17777777777778,0.0,60.0,False,False,False,False
naive,chikungunya,1,1721000,2023-05-14,47,50.0,62.0,76.0,81.0,82.0,84.0,105.0,128.5,175.75,17,54.1375,9.470833333333333,44.666666666666664,0.0,65.0,False,False,False,False
naive,chikungunya,1,1721000,2023-05-21,48,50.85,61.400000000000006,76.0,81.0,82.0,84.0,104.60000000000002,128.99999999999955,176.7499999999999,39,32.19722222222222,7.0305555555555515,25.166666666666668,0.0,43.0,False,False,False,False
naive,chikungunya,1,1721000,2023-05-28,49,50.650000000000006,62.0,76.0,81.0,82.0,84.0,104.69999999999999,128.84999999999962,176.87500000000006,30,41.28180555555556,8.026249999999996,33.25555555555556,0.0,52.0,False,False,False,False
naive,chikungunya,1,1721000,2023-06-04,50,50.8,61.2,76.2,81.0,82.0,84.0,104.80000000000001,128.1999999999997,176.79999999999995,26,45.17999999999999,8.468888888888886,36.71111111111111,0.0,56.0,False,False,False,False
naive,chikungunya,1,1721000,2023-06-11,51,50.1,61.1,77.0,81.0,82.0,84.0,102.90000000000003,129.94999999999987,176.6749999999999,25,46.14375,8.54375,37.599999999999994,0.0,57.0,False,False,False,False
naive,chikungunya,1,1721000,2023-06-18,52,51.25,62.0,77.0,81.0,82.0,84.0,103.0,129.5,176.5,11,60.579166666666666,10.079166666666667,50.5,0.0,71.0,False,False,False,False
naive,chikungunya,1,1721000,2023-06-25,53,51.45,61.45,77.0,81.0,82.0,84.0,103.20000000000005,131.49999999999955,175.64999999999986,14,57.528333333333336,9.772777777777772,47.75555555555555,0.0,68.0,False,False,False,False
naive,chikungunya,1,1721000,2023-07-02,54,52.0,63.0,76.80000000000001,81.0,82.0,84.0,103.39999999999998,131.1999999999996,176.20000000000005,10,61.93888888888888,10.205555555555552,51.733333333333334,0.0,72.0,False,False,False,False
naive,chikungunya,1,1721000,2023-07-09,55,52.675,64.0,77.7,81.0,82.0,84.0,101.30000000000001,132.49999999999977,176.29999999999995,14,58.444583333333334,9.694583333333332,48.75,0.0,68.0,False,False,False,False
naive,chikungunya,1,1721000,2023-07-16,56,51.3,63.900000000000006,77.6,81.0,82.0,84.0,102.0,131.2999999999999,177.39999999999986,8,64.11388888888888,10.380555555555553,53.733333333333334,0.0,74.0,False,False,False,False
naive,chikungunya,1,1721000,2023-07-23,57,54.5,63.0,77.0,81.0,82.0,84.0,101.5,133.5,176.5,8,64.50555555555555,10.394444444444446,54.111111111111114,0.0,74.0,False,False,False,False
naive,chikungunya,1,1721000,2023-07-30,58,54.6,67.0,77.0,81.0,82.0,84.0,101.60000000000002,132.39999999999964,177.5999999999999,6,67.36777777777777,10.567777777777774,56.8,0.0,76.0,False,False,False,False
naive,chikungunya,1,1721000,2023-08-06,59,52.575,63.90000000000001,78.0,81.0,82.0,84.0,101.0,129.24999999999983,177.55000000000007,7,65.42597222222223,10.431527777777777,54.99444444444445,0.0,75.0,False,False,False,False
naive,chikungunya,1,1721000,2023-08-13,60,52.55,67.2,78.0,81.0,82.0,84.0,102.80000000000001,125.79999999999995,178.24999999999994,9,64.12277777777778,10.178333333333335,53.94444444444444,0.0,73.0,False,False,False,False
naive,chikungunya,1,1721000,2023-08-20,61,55.1,67.1,78.1,81.0,82.0,84.0,101.90000000000003,130.74999999999994,178.37499999999983,1,72.70986111111111,11.087638888888888,61.62222222222223,0.0,81.0,False,False,False,False
naive,chikungunya,1,1721000,2023-08-27,62,53.5,69.0,79.0,81.0,82.0,84.0,101.0,132.0,178.0,6,67.9361111111111,10.491666666666667,57.44444444444444,0.0,76.0,False,False,False,False
naive,chikungunya,1,1721000,2023-09-03,63,53.95,69.0,78.9,81.0,82.0,84.0,99.10000000000002,129.30000000000007,178.0999999999999,1,72.94194444444445,10.975277777777778,61.96666666666667,0.0,81.0,False,False,False,False
naive,chikungunya,1,1721000,2023-09-10,64,53.900000000000006,69.0,79.0,81.0,82.0,84.0,101.0,123.2999999999999,177.10000000000002,1,72.9211111111111,10.943333333333335,61.977777777777774,0.0,81.0,False,False,False,False
naive,chikungunya,1,1721000,2023-09-17,65,57.425,68.7,78.0,81.0,82.0,84.0,101.0,126.74999999999989,178.29999999999995,2,72.46652777777778,10.883194444444444,61.583333333333336,0.0,80.0,False,False,False,False
naive,chikungunya,1,1721000,2023-09-24,66,57.6,70.6,78.0,81.0,82.0,84.0,101.0,123.39999999999998,178.39999999999986,1,73.86888888888889,10.935555555555554,62.93333333333333,0.0,81.0,False,False,False,False
naive,chikungunya,1,1721000,2023-10-01,67,56.125,71.75,79.0,81.0,82.0,84.0,98.0,126.25,179.125,1,73.96111111111111,10.877777777777778,63.083333333333336,0.0,81.0,False,False,False,False
naive,chikungunya,1,2211001,2022-10-09,16,0.0,56.3,79.6,105.0,110.0,116.0,159.80000000000007,227.39999999999998,267.74999999999983,2,69.98194444444445,17.78194444444445,52.199999999999996,0.0,108.0,False,False,False,True
naive,chikungunya,1,2211001,2022-10-16,17,0.0,52.0,77.5,105.0,110.0,116.0,162.0,231.0,268.5,3,67.96944444444443,17.858333333333334,50.111111111111114,0.0,107.0,False,False,False,True
naive,chikungunya,1,2211001,2022-10-23,18,0.0,42.800000000000026,78.80000000000001,105.0,110.0,116.0,162.20000000000005,231.99999999999977,270.4,0,68.64666666666668,18.291111111111107,50.35555555555556,0.0,110.0,False,False,False,True
naive,chikungunya,1,2211001,2022-10-30,19,0.0,40.900000000000006,77.60000000000001,105.0,110.0,116.25,161.7,232.24999999999983,270.85,6,63.34694444444444,17.68027777777778,45.66666666666667,0.0,104.0,False,False,False,True
naive,chikungunya,1,2211001,2022-11-06,20,0.0,44.400000000000006,76.0,105.0,110.0,116.5,162.0,232.4999999999999,271.79999999999995,9,61.46111111111111,17.37222222222222,44.08888888888889,0.0,101.0,False,False,False,True
naive,chikungunya,1,2211001,2022-11-13,21,0.0,46.1,77.0,105.0,110.0,116.75,162.0,232.69999999999993,273.0,2,67.48722222222221,18.131666666666668,49.355555555555554,0.0,108.0,False,False,False,True
naive,chikungunya,1,2211001,2022-11-20,22,0.0,50.0,76.0,105.0,110.0,116.0,164.0,233.0,274.5,5,65.79166666666667,17.791666666666668,48.0,0.0,105.0,False,False,False,True
naive,chikungunya,1,2211001,2022-11-27,23,0.0,50.25000000000004,76.0,104.0,110.0,117.0,163.60000000000014,232.24999999999977,274.67499999999984,3,67.27263888888889,18.105972222222224,49.16666666666668,0.0,107.0,False,False,False,True
naive,chikungunya,1,2211001,2022-12-04,24,0.0,34.80000000000001,75.80000000000001,104.0,110.0,117.0,164.19999999999993,233.39999999999986,276.8500000000001,3,64.00916666666666,18.320277777777775,45.6888888888889,0.0,107.0,False,False,False,True
naive,chikungunya,1,2211001,2022-12-11,25,0.0,35.7,76.0,104.0,110.0,117.0,163.0,233.5999999999999,276.87499999999994,5,62.65930555555555,18.059305555555554,44.599999999999994,0.0,105.0,False,False,False,True
naive,chikungunya,1,2211001,2022-12-18,26,0.0,33.0,76.6,103.0,110.0,118.0,163.40000000000003,233.79999999999995,275.7999999999997,2,64.43666666666667,18.525555555555556,45.91111111111111,0.0,108.0,False,False,False,True
naive,chikungunya,1,2211001,2022-12-25,27,0.0,32.75,76.0,104.0,110.0,119.0,165.0,234.0,275.875,5,62.19097222222222,18.246527777777782,43.94444444444444,0.0,105.0,False,False,False,True
naive,chikungunya,1,2211001,2023-01-01,28,0.0,34.10000000000001,76.0,104.0,110.0,119.0,167.20000000000005,234.89999999999986,277.2499999999999,8,60.20916666666666,17.96472222222222,42.24444444444445,0.0,102.0,False,False,False,True
naive,chikungunya,1,2211001,2023-01-08,29,0.0,30.200000000000017,76.0,104.0,110.0,117.75,167.39999999999998,234.39999999999986,276.10000000000014,5,61.64222222222223,18.264444444444443,43.37777777777778,0.0,105.0,False,False,False,True
naive,chikungunya,1,2211001,2023-01-15,30,0.0,27.80000000000001,75.2,104.0,110.0,117.0,166.40000000000003,234.5999999999999,276.4,15,53.13777777777778,17.137777777777778,36.0,0.0,95.0,False,False,False,True
naive,chikungunya,1,2211001,2023-01-22,31,0.0,30.099999999999994,76.0,104.0,110.0,118.25,168.4000000000002,234.34999999999997,277.07499999999976,25,46.12041666666667,16.098194444444445,30.022222222222222,0.0,85.0,False,False,False,True
naive,chikungunya,1,2211001,2023-01-29,32,0.0,28.0,76.0,104.0,110.0,117.5,168.0,235.0,277.5,38,37.74722222222222,14.636111111111111,23.11111111111111,0.0,72.0,False,False,True,True
naive,chikungunya,1,2211001,2023-02-05,33,0.0,29.250000000000014,75.9,104.25,110.0,117.0,167.20000000000005,235.64999999999986,272.1999999999998,59,26.020555555555557,12.209444444444443,13.811111111111112,0.0,51.0,False,False,True,True
naive,chikungunya,1,2211001,2023-02-12,34,0.0,29.0,76.80000000000001,104.0,110.0,118.0,167.39999999999998,235.39999999999986,276.80000000000007,57,27.355555555555558,12.511111111111111,14.844444444444447,0.0,53.0,False,False,True,True
naive,chikungunya,1,2211001,2023-02-19,35,0.0,28.700000000000003,76.0,104.0,110.0,117.0,168.3,235.94999999999993,276.29999999999995,72,18.833333333333332,10.833333333333334,8.0,0.0,38.0,False,False,True,True
naive,chikungunya,1,2211001,2023-02-26,36,0.0,30.5,75.0,104.0,110.0,117.5,165.80000000000007,236.09999999999997,274.94999999999976,146,16.913055555555555,10.579722222222223,0.0,6.333333333333333,36.0,False,True,True,True
